WatershedID,ParamID,Value
13040210,2,0.011727891
13040210,4,314.68164
13040210,16,1.0117279
13040211,2,0.07072868
13040211,4,332.01407
13040211,16,1.0707287
13040212,2,0.0006528755
13040212,4,375.1651
13040212,16,1.0006529
13040301,2,0.18215148
13040301,4,445.63733
13040301,16,1.1821514
13040302,2,0.33024696
13040302,4,453.67264
13040302,16,1.3302469
13040303,2,1.2937293
13040303,4,494.089
13040303,16,2.2937293
13050001,2,6.331613
13050001,4,353.0423
13050001,16,7.331613
13050002,2,1.3950144
13050002,4,344.8716
13050002,16,2.3950143
13050003,2,5.133773
13050003,4,285.79965
13050003,16,6.133773
13050004,2,0.83506745
13050004,4,294.11673
13050004,16,1.8350675
13060001,2,10.032193
13060001,4,404.8744
13060001,16,11.032193
13060002,2,2.480727
13060002,4,357.5716
13060002,16,3.480727
13060003,1,4682.0
13060003,41,0.0262
13060004,2,0.0
13060004,4,350.8854
13060004,16,1.0
13060005,2,3.3342333
13060005,4,333.00244
13060005,16,4.3342333
13060006,2,1.7416296
13060006,4,342.27563
13060006,16,2.7416296
13060007,1,3883.0
13060007,41,0.0203
13060008,2,12.402505
13060008,4,392.99765
13060008,16,13.402505
13060009,2,6.2576165
13060009,4,389.9393
13060009,16,7.2576165
13060010,2,13.475154
13060010,4,471.91446
13060010,16,14.475154
13060011,1,3987.0
13060011,41,0.0635
13070001,2,0.0
13070001,4,312.4529
13070001,16,1.0
13070002,2,0.23726861
13070002,4,364.38538
13070002,16,1.2372686
13070003,2,3.5297866
13070003,4,338.36154
13070003,16,4.5297866
13070004,2,0.6099378
13070004,4,329.59515
13070004,16,1.6099378
13070005,2,2.36809
13070005,4,355.64545
13070005,16,3.36809
13070006,2,1.2519885
13070006,4,349.48013
13070006,16,2.2519884
13070007,2,0.016558522
13070007,4,326.52652
13070007,16,1.0165585
13070008,2,0.10506275
13070008,4,355.7958
13070008,16,1.1050627
13070009,2,0.052228533
13070009,4,335.19128
13070009,16,1.0522286
13070010,2,0.050354972
13070010,4,339.80457
13070010,16,1.050355
13070011,2,0.19313397
13070011,4,417.83582
13070011,16,1.193134
13070012,2,0.045946173
13070012,4,398.04663
13070012,16,1.0459461
13080001,2,0.47687253
13080001,4,509.3855
13080001,16,1.4768726
13080002,2,0.012743088
13080002,4,485.1139
13080002,16,1.0127431
13080003,2,0.027609935
13080003,4,493.55792
13080003,16,1.02761
13090001,2,0.10109044
13090001,4,508.6567
13090001,16,1.1010904
13090002,2,0.12631236
13090002,4,641.76245
13090002,16,1.1263124
13100000,2,0.0
13100000,16,1.0
13110000,2,0.0
13110000,4,469.31833
13110000,16,1.0
13120000,2,0.0
13120000,4,499.14334
13120000,16,1.0
14010001,1,2210.0
14010001,2,25.34841
14010001,4,614.426
14010001,10,23.306332
14010001,12,25.466
14010001,16,26.34841
14010001,17,70.0
14010001,18,9.896
14010001,19,133.00516
14010001,25,22.0
14010002,2,19.025192
14010002,4,644.7628
14010002,10,22.993845
14010002,12,20.804
14010002,16,20.025192
14010002,18,7.574
14010002,19,129.6124
14010003,2,31.34185
14010003,4,628.7995
14010003,10,28.777401
14010003,12,24.422
14010003,16,32.34185
14010003,18,8.222
14010003,19,124.545746
14010004,2,39.683777
14010004,4,722.7816
14010004,10,29.17273
14010004,12,25.754
14010004,16,40.683777
14010004,18,9.014
14010004,19,137.00287
14010005,2,34.561974
14010005,4,462.92392
14010005,10,18.379076
14010005,12,29.714
14010005,16,35.561974
14010005,18,11.39
14010005,19,137.09657
14020001,2,32.965225
14020001,4,692.3979
14020001,10,27.566149
14020001,12,21.272
14020001,16,33.965225
14020001,18,10.04
14020001,19,113.69165
14020002,2,31.265364
14020002,4,515.64
14020002,10,20.906977
14020002,12,30.434
14020002,16,32.26536
14020002,18,11.894
14020002,19,117.64652
14020003,2,24.891134
14020003,4,456.651
14020003,10,20.99557
14020003,12,22.118
14020003,16,25.891134
14020003,18,11.246
14020003,19,101.76188
14020004,2,40.886448
14020004,4,614.3621
14020004,10,29.14233
14020004,12,30.722
14020004,16,41.886448
14020004,18,11.912
14020004,19,149.27203
14020005,2,26.799725
14020005,4,439.63013
14020005,10,17.084759
14020005,12,30.308
14020005,16,27.799725
14020005,18,12.2
14020005,19,128.81215
14020006,2,26.79678
14020006,4,468.5653
14020006,10,15.2457
14020006,12,29.552
14020006,16,27.79678
14020006,18,12.542
14020006,19,139.62148
14030001,2,17.46832
14030001,4,322.26416
14030001,10,9.132689
14030001,12,29.696
14030001,16,18.46832
14030001,18,20.12
14030001,19,108.65706
14030002,2,25.133984
14030002,4,515.41113
14030002,10,20.617624
14030002,12,29.552
14030002,16,26.133984
14030002,18,13.496
14030002,19,155.96346
14030003,2,31.803684
14030003,4,525.4947
14030003,10,17.91868
14030003,12,29.39
14030003,16,32.803684
14030003,18,13.442
14030003,19,146.09062
14030004,2,42.87426
14030004,4,453.897
14030004,10,21.253626
14030004,12,30.524
14030004,16,43.87426
14030004,18,16.916
14030004,19,109.87519
14030005,2,12.13092
14030005,4,321.6569
14030005,10,7.2851715
14030005,12,32.27
14030005,15,1780.69
14030005,16,13.13092
14030005,17,0.081293486
14030005,18,17.078
14030005,19,91.01758
14040101,1,2420.0
14040102,1,2560.0
14040103,2,0.015274688
14040103,4,222.60612
14040103,16,1.0152746
14040104,2,2.0409963
14040104,4,263.3189
14040104,16,3.0409963
14040105,2,0.10507508
14040105,4,234.29027
14040105,16,1.1050751
14040106,2,10.435122
14040106,4,374.69577
14040106,10,21.208515
14040106,12,25.43
14040106,16,11.435122
14040106,18,11.246
14040106,19,122.953766
14040107,2,4.4953103
14040107,4,341.15964
14040107,10,30.345755
14040107,12,20.228
14040107,16,5.4953103
14040107,18,11.246
14040107,19,155.46318
14040108,2,2.1955557
14040108,4,323.05774
14040108,10,38.133434
14040108,12,19.472
14040108,16,3.1955557
14040108,18,18.122
14040108,19,180.51459
14040109,2,2.3857715
14040109,4,301.88226
14040109,10,5.774485
14040109,12,25.124
14040109,16,3.3857715
14040109,18,18.518
14040109,19,108.43
14040200,2,0.07406801
14040200,4,251.9012
14040200,16,1.074068
14050001,2,37.008602
14050001,4,715.0879
14050001,10,21.131283
14050001,12,23.018
14050001,16,38.008602
14050001,17,57.427
14050001,18,11.876
14050001,19,180.93372
14050002,2,9.237454
14050002,4,407.07257
14050002,10,6.684388
14050002,12,25.538
14050002,16,10.237454
14050002,17,13.756
14050002,18,17.33
14050002,19,146.57124
14050003,2,8.956805
14050003,4,444.57004
14050003,10,8.402854
14050003,12,24.314
14050003,16,9.956805
14050003,17,25.098
14050003,18,15.152
14050003,19,136.43489
14050004,1,2124.0
14050004,2,0.35085696
14050004,16,1.350857
14050005,2,23.629305
14050005,4,607.45685
14050005,10,20.325142
14050005,12,24.602
14050005,16,24.629305
14050005,18,12.542
14050005,19,150.00902
14050006,2,30.331362
14050006,4,418.2541
14050006,10,15.8696
14050006,12,27.104
14050006,16,31.331362
14050006,18,19.364
14050006,19,75.25156
14050007,2,18.694553
14050007,4,315.28442
14050007,10,10.807324
14050007,12,26.42
14050007,16,19.694553
14050007,17,11.26682
14050007,18,15.728
14050007,19,81.55432
14060003,2,20.2229
14060003,4,494.09744
14060003,10,16.583332
14060003,12,26.402
14060003,16,21.2229
14060003,18,10.616
14060003,19,116.31754
14060004,1,2456.0
14060004,2,31.64254
14060004,4,504.58688
14060004,10,20.769558
14060004,12,26.006
14060004,15,2471.928
14060004,16,32.64254
14060004,18,17.924
14060004,19,120.02658
14060004,25,22.4
14060005,2,16.789492
14060005,4,339.7694
14060005,10,13.632383
14060005,12,30.092
14060005,16,17.789492
14060005,18,15.62
14060005,19,81.46832
14060006,2,20.01724
14060006,4,383.66205
14060006,10,15.34775
14060006,12,25.88
14060006,16,21.01724
14060006,18,15.89
14060006,19,81.706856
14060007,2,14.191084
14060007,4,359.2675
14060007,10,11.417011
14060007,12,29.588
14060007,16,15.191084
14060007,18,16.79
14060007,19,117.49825
14060008,2,3.5439925
14060008,4,243.592
14060008,10,3.1680865
14060008,12,32.36
14060008,16,4.5439925
14060008,18,22.496
14060008,19,83.54795
14060009,2,5.223797
14060009,4,331.23438
14060009,10,6.293983
14060009,12,30.866
14060009,16,6.223797
14060009,18,15.854
14060009,19,105.81626
14060010,2,16.668804
14060010,4,355.60333
14060010,10,11.527238
14060010,12,25.376
14060010,16,17.668804
14060010,18,12.974
14060010,19,127.53719
14070001,2,9.0429735
14070001,4,272.3934
14070001,10,5.4061756
14070001,12,37.328
14070001,16,10.0429735
14070001,18,19.382
14070001,19,63.1306
14070002,2,6.854242
14070002,4,301.6684
14070002,10,5.2339196
14070002,12,31.478
14070002,16,7.854242
14070002,18,18.842
14070002,19,102.11182
14070003,2,12.096188
14070003,4,389.33255
14070003,10,9.810232
14070003,12,31.73
14070003,16,13.096188
14070003,18,16.952
14070003,19,90.34341
14070004,2,2.018242
14070004,4,248.22418
14070004,10,1.6193812
14070004,12,37.058
14070004,16,3.018242
14070004,18,19.598
14070004,19,101.280846
14070005,2,13.844315
14070005,4,358.24014
14070005,10,11.558146
14070005,12,36.608
14070005,16,14.844315
14070005,18,16.502
14070005,19,78.14745
14070006,2,1.8118674
14070006,4,245.00175
14070006,10,4.1650968
14070006,12,38.192
14070006,16,2.8118672
14070006,18,22.82
14070006,19,59.530594
14070007,2,8.249344
14070007,4,321.85132
14070007,10,8.587814
14070007,12,35.006
14070007,16,9.249344
14070007,18,20.858
14070007,19,91.50453
14080101,2,14.500884
14080101,4,473.30673
14080101,10,23.159304
14080101,12,28.148
14080101,16,15.500884
14080101,18,13.928
14080101,19,139.53792
14080102,2,37.125404
14080102,4,628.08777
14080102,10,30.265455
14080102,12,27.77
14080102,16,38.125404
14080102,18,15.566
14080102,19,150.73143
14080103,2,10.137604
14080103,4,307.82718
14080103,16,11.137604
14080104,2,17.637514
14080104,4,635.7865
14080104,10,22.64761
14080104,12,28.508
14080104,16,18.637514
14080104,18,13.118
14080104,19,104.1093
14080105,2,5.659144
14080105,4,283.2273
14080105,10,11.2725935
14080105,12,29.588
14080105,16,6.659144
14080105,18,16.412
14080105,19,145.77979
14080106,2,3.8782697
14080106,4,240.62453
14080106,16,4.8782697
14080107,2,11.981658
14080107,4,383.93063
14080107,10,11.047129
14080107,12,32.126
14080107,16,12.981658
14080107,18,14.936
14080107,19,129.14378
14080201,2,7.4549427
14080201,4,272.74106
14080201,10,5.7057853
14080201,12,33.278
14080201,16,8.454943
14080201,18,21.29
14080201,19,129.87415
14080202,2,16.302456
14080202,4,342.19012
14080202,10,7.008595
14080202,12,32.54
14080202,16,17.302456
14080202,18,25.484
14080202,19,150.66193
14080203,2,18.021574
14080203,4,358.31177
14080203,10,7.7342753
14080203,12,32.882
14080203,16,19.021574
14080203,18,19.832
14080203,19,145.97124
14080204,2,7.8899345
14080204,4,250.5166
14080204,10,0.014698195
14080204,12,33.566
14080204,16,8.889935
14080204,18,31.406
14080204,19,85.30239
14080205,2,3.36599
14080205,4,216.48515
14080205,10,2.4491878
14080205,12,37.22
14080205,16,4.3659897
14080205,18,22.118
14080205,19,73.85171
15010001,2,11.045213
15010001,4,307.6444
15010001,16,12.045213
15010002,2,11.526528
15010002,4,302.08807
15010002,16,12.526528
15010003,2,13.030769
15010003,4,371.79172
15010003,10,9.204675
15010003,12,35.456
15010003,16,14.030769
15010003,18,24.098
15010003,19,120.038605
15010004,2,10.172544
15010004,4,350.1486
15010004,16,11.172544
15010005,2,3.2326355
15010005,4,190.17894
15010005,16,4.2326355
15010006,2,7.381349
15010006,4,246.28685
15010006,16,8.38135
15010007,2,4.0722685
15010007,4,235.64574
15010007,16,5.0722685
15010009,2,4.068695
15010009,4,319.83438
15010009,10,2.632776
15010009,12,43.286
15010009,16,5.068695
15010009,18,30.686
15010009,19,131.79895
15010010,2,5.203606
15010010,4,253.18669
15010010,10,5.6141987
15010010,12,45.914
15010010,16,6.203606
15010010,18,30.524
15010010,19,44.73051
15010011,2,5.525516
15010011,4,250.40968
15010011,16,6.525516
15010012,2,1.5141767
15010012,4,173.89537
15010012,16,2.5141766
15010013,2,10.74912
15010013,4,282.99902
15010013,10,25.901134
15010013,12,32.144
15010013,16,11.74912
15010013,18,27.788
15010013,19,91.96524
15010014,2,1.6977037
15010014,4,164.72437
15010014,16,2.6977038
15010015,2,4.30639
15010015,4,164.36507
15010015,16,5.30639
15020001,2,21.220959
15020001,4,396.6537
15020001,16,22.220959
15020002,2,2.9293916
15020002,4,296.08795
15020002,16,3.9293916
15020003,2,14.001467
15020003,4,288.69446
15020003,16,15.001467
15020004,2,15.864969
15020004,4,297.4649
15020004,16,16.86497
15020005,2,16.970737
15020005,4,401.07327
15020005,16,17.970737
15020006,2,19.565893
15020006,4,313.33972
15020006,16,20.565893
15020007,2,1.1994069
15020007,4,224.30273
15020007,16,2.1994069
15020008,2,6.540241
15020008,4,311.69565
15020008,16,7.540241
15020009,2,6.334325
15020009,4,244.14954
15020009,16,7.334325
15020010,2,20.42867
15020010,4,423.74014
15020010,16,21.42867
15020011,2,4.807553
15020011,4,233.50789
15020011,16,5.807553
15020012,2,2.623391
15020012,4,237.51543
15020012,16,3.623391
15020013,2,2.6853247
15020013,4,223.54137
15020013,16,3.6853247
15020014,2,1.5176581
15020014,4,211.52388
15020014,16,2.517658
15020015,2,22.305996
15020015,4,466.21234
15020015,16,23.305996
15020016,2,6.983748
15020016,4,271.64722
15020016,16,7.983748
15020017,2,1.7829481
15020017,4,223.56482
15020017,16,2.7829483
15020018,2,3.3426476
15020018,4,224.68266
15020018,16,4.3426476
15030101,2,0.01687324
15030101,4,144.24277
15030101,16,1.0168732
15030102,2,0.07223472
15030102,4,160.85388
15030102,16,1.0722347
15030103,2,3.2490702
15030103,4,207.87987
15030103,16,4.24907
15030104,2,0.014529704
15030104,4,121.7831
15030104,16,1.0145297
15030105,2,0.0021929224
15030105,4,158.67072
15030105,16,1.002193
15030106,2,0.0008026818
15030106,4,164.66934
15030106,16,1.0008026
15030107,2,0.002129109
15030107,4,85.26805
15030107,16,1.0021291
15030108,2,8.8299144e-05
15030108,4,88.823975
15030108,16,1.0000883
15030201,2,7.770047
15030201,4,301.4383
15030201,16,8.770047
15030202,2,9.081879
15030202,4,357.65274
15030202,16,10.081879
15030203,2,3.7886045
15030203,4,330.0435
15030203,16,4.7886047
15030204,2,0.068380326
15030204,4,194.61377
15030204,16,1.0683804
15040001,2,40.46752
15040001,4,447.7256
15040001,16,41.46752
15040002,2,8.006975
15040002,4,345.47183
15040002,16,9.006975
15040003,2,0.8949286
15040003,4,280.69177
15040003,16,1.8949286
15040004,2,36.38653
15040004,4,459.24414
15040004,16,37.38653
15040005,2,9.2541065
15040005,4,346.202
15040005,16,10.2541065
15040006,2,2.6693113
15040006,4,314.0517
15040006,16,3.6693113
15040007,2,6.103946
15040007,4,377.07202
15040007,16,7.103946
15050100,2,0.3623753
15050100,4,283.62073
15050100,16,1.3623753
15050201,2,3.6108007
15050201,4,356.51694
15050201,16,4.6108007
15050202,2,2.5313118
15050202,4,381.52252
15050202,16,3.5313118
15050203,2,4.7814345
15050203,4,346.04868
15050203,16,5.7814345
15050301,2,2.5701482
15050301,4,378.28552
15050301,16,3.5701482
15050302,2,4.2586613
15050302,4,384.5531
15050302,16,5.2586613
15050303,2,3.871009e-05
15050303,4,206.0381
15050303,16,1.0000387
15050304,2,0.37000188
15050304,4,314.68488
15050304,16,1.3700019
15050305,2,0.2839851
15050305,4,247.27379
15050305,16,1.2839851
15050306,2,0.00171646
15050306,4,228.94641
15050306,16,1.0017165
15060101,2,33.59348
15060101,4,549.3254
15060101,16,34.59348
15060102,2,42.548008
15060102,4,631.3729
15060102,16,43.548008
15060103,2,17.651934
15060103,4,474.6786
15060103,16,18.651934
15060104,2,21.55231
15060104,4,482.54495
15060104,16,22.55231
15060105,2,20.085304
15060105,4,517.78485
15060105,16,21.085304
15060106,2,0.7018117
15060106,4,285.94626
15060106,16,1.7018117
15060201,2,10.522175
15060201,4,349.4769
15060201,16,11.522175
15060202,2,28.479713
15060202,4,479.25745
15060202,16,29.479713
15060203,2,13.71113
15060203,4,446.01782
15060203,16,14.71113
15070101,2,0.0
15070101,4,162.48343
15070101,16,1.0
15070102,2,4.2245703
15070102,4,313.6717
15070102,16,5.2245703
15070103,2,2.3184013
15070103,4,281.19095
15070103,16,3.3184013
15070104,2,0.05423436
15070104,4,180.29515
15070104,16,1.0542344
15070201,2,0.0014896503
15070201,4,135.07684
15070201,16,1.0014896
15070202,2,0.0
15070202,4,174.62328
15070202,16,1.0
15070203,2,0.000105733954
15070203,4,168.0268
15070203,16,1.0001057
15080101,2,0.18723257
15080101,4,276.6374
15080101,16,1.1872326
15080102,2,0.00019235692
15080102,4,211.21399
15080102,16,1.0001924
15080103,2,0.0
15080103,4,148.45914
15080103,16,1.0
15080200,2,0.007851858
15080200,4,418.81
15080200,16,1.0078518
15080301,2,1.6023995
15080301,4,357.10043
15080301,16,2.6023996
15080302,2,0.42534953
15080302,4,368.95706
15080302,16,1.4253495
15080303,2,1.6137234
15080303,4,354.33426
15080303,16,2.6137235
16010101,2,6.473325
16010101,4,472.55
16010101,8,13.14
16010101,10,9.849352
16010101,12,23.702
16010101,15,2242.24
16010101,16,7.473325
16010101,18,13.136
16010101,19,156.66957
16010102,1,2184.401
16010102,2,10.874087
16010102,3,1459.1713
16010102,4,590.539
16010102,5,3.2295291
16010102,7,1826.89
16010102,8,21.3
16010102,10,3.2868533
16010102,12,22.496
16010102,15,2184.719
16010102,16,11.874087
16010102,18,16.574
16010102,19,166.1204
16010201,1,2047.5917
16010201,2,14.026343
16010201,3,1293.2467
16010201,4,594.528
16010201,5,1.8200508
16010201,7,1742.5485
16010201,8,15.86
16010201,10,11.997358
16010201,12,23.468
16010201,15,2047.89
16010201,16,15.026343
16010201,18,17.186
16010201,19,183.55461
16010202,1,1735.3254
16010202,2,11.9792185
16010202,3,1707.6636
16010202,4,574.37
16010202,5,4.0736322
16010202,7,1334.1968
16010202,8,17.81
16010202,10,11.001307
16010202,12,26.204
16010202,15,1735.679
16010202,16,12.9792185
16010202,18,18.518
16010202,19,195.04816
16010203,1,2042.337
16010203,2,27.591072
16010203,3,1697.4492
16010203,4,797.02
16010203,5,8.709588
16010203,7,1343.9314
16010203,8,25.14
16010203,10,24.00495
16010203,12,26.726
16010203,15,2042.56
16010203,16,28.591072
16010203,18,18.716
16010203,19,146.84215
16010204,1,1570.3413
16010204,2,4.0103197
16010204,3,1578.3724
16010204,4,520.4
16010204,5,2.9111454
16010204,7,1280.63
16010204,8,14.96
16010204,10,3.9740515
16010204,12,27.14
16010204,15,1570.7
16010204,16,5.0103197
16010204,18,20.354
16010204,19,166.17632
16020101,2,31.046265
16020101,4,582.4863
16020101,10,21.3085
16020101,12,26.78
16020101,16,32.046265
16020101,18,15.782
16020101,19,166.07944
16020102,2,18.945665
16020102,4,658.597
16020102,10,19.556873
16020102,12,30.092
16020102,16,19.945665
16020102,18,20.714
16020102,19,143.31319
16020201,2,10.85676
16020201,4,443.65134
16020201,10,9.350544
16020201,12,29.984
16020201,16,11.85676
16020201,18,14.774
16020201,19,139.40584
16020202,2,39.349396
16020202,4,563.6138
16020202,10,25.251606
16020202,12,30.056
16020202,16,40.349396
16020202,18,18.878
16020202,19,148.65564
16020203,2,31.5514
16020203,4,678.8389
16020203,10,28.223103
16020203,12,30.434
16020203,16,32.5514
16020203,18,16.016
16020203,19,137.2896
16020204,2,16.13432
16020204,4,602.1269
16020204,10,12.5137615
16020204,12,30.254
16020204,16,17.13432
16020204,18,17.402
16020204,19,136.9402
16020301,2,10.175288
16020301,4,300.21152
16020301,10,4.719393
16020301,12,32.198
16020301,16,11.175288
16020301,18,21.452
16020301,19,95.38312
16020302,2,20.125784
16020302,4,325.40503
16020302,10,9.946137
16020302,12,33.512
16020302,16,21.125784
16020302,18,24.44
16020302,19,99.61301
16020303,2,2.726704
16020303,4,252.86502
16020303,10,1.5228571
16020303,12,31.586
16020303,16,3.726704
16020303,18,24.098
16020303,19,81.66416
16020304,2,8.934208
16020304,4,431.74963
16020304,10,5.8395405
16020304,12,30.164
16020304,16,9.934208
16020304,18,19.184
16020304,19,135.92169
16020305,2,2.5113547
16020305,4,362.19296
16020305,10,2.474845
16020305,12,29.12
16020305,16,3.5113547
16020305,18,17.132
16020305,19,124.78063
16020306,2,2.600172
16020306,4,242.01672
16020306,10,1.4742383
16020306,12,30.938
16020306,16,3.600172
16020306,18,14.918
16020306,19,161.46298
16020307,2,4.1303644
16020307,4,297.9666
16020307,10,4.3325844
16020307,12,27.86
16020307,16,5.1303644
16020307,18,24.548
16020307,19,77.18922
16020308,2,1.4979947
16020308,4,260.30902
16020308,10,0.74323094
16020308,12,29.588
16020308,16,2.4979947
16020308,18,19.166
16020308,19,119.479355
16020309,1,1526.5743
16020309,2,1.3537073
16020309,3,1614.4376
16020309,4,342.34866
16020309,5,1.1776588
16020309,7,1278.4264
16020309,8,6.0468593
16020309,10,1.2130319
16020309,12,28.022
16020309,15,1526.5743
16020309,16,2.3537073
16020309,18,20.57
16020309,19,165.81674
16020310,2,0.00016506421
16020310,4,338.20416
16020310,10,0.007210627
16020310,12,30.056
16020310,16,1.0001651
16020310,18,25.772
16020310,19,110.49322
16030001,2,22.626667
16030001,4,522.7041
16030001,10,21.819332
16030001,12,29.138
16030001,16,23.626667
16030001,18,18.122
16030001,19,128.4008
16030002,2,14.244088
16030002,4,500.97095
16030002,10,19.481398
16030002,12,28.544
16030002,16,15.244088
16030002,18,17.618
16030002,19,126.76095
16030003,2,18.470154
16030003,4,448.0866
16030003,10,17.027075
16030003,12,30.47
16030003,16,19.470154
16030003,18,16.106
16030003,19,117.91612
16030004,2,20.894728
16030004,4,490.6463
16030004,10,16.580818
16030004,12,28.796
16030004,16,21.894728
16030004,18,18.41
16030004,19,160.73256
16030005,2,7.07149
16030005,4,332.35043
16030005,10,4.7276073
16030005,12,31.352
16030005,16,8.07149
16030005,18,21.254
16030005,19,115.29084
16030006,42,2.03
16030007,2,15.684472
16030007,4,396.2726
16030007,10,9.896308
16030007,12,31.838
16030007,16,16.684471
16030007,18,15.656
16030007,19,141.3859
16030008,2,4.187005
16030008,4,314.0629
16030008,10,1.8169458
16030008,12,31.172
16030008,16,5.187005
16030008,18,26.438
16030008,19,126.271866
16030009,2,3.59299
16030009,4,265.7407
16030009,10,3.219852
16030009,12,32.252
16030009,16,4.59299
16030009,18,23.486
16030009,19,86.44691
16040101,2,1.6420786
16040101,4,356.84415
16040101,15,1870.9065
16040101,16,2.6420786
16040102,2,0.29267722
16040102,4,349.10995
16040102,15,1933.643
16040102,16,1.2926773
16040103,2,4.6637697
16040103,4,365.10788
16040103,15,1931.519
16040103,16,5.6637697
16040104,2,4.783619
16040104,4,295.56625
16040104,15,1887.179
16040104,16,5.783619
16040105,2,0.7680976
16040105,4,267.87265
16040105,16,1.7680975
16040106,2,0.3168627
16040106,4,299.16714
16040106,15,1741.8224
16040106,16,1.3168627
16040107,2,3.8984268
16040107,4,248.52153
16040107,15,1879.0723
16040107,16,4.8984265
16040108,2,0.34867376
16040108,4,237.51439
16040108,16,1.3486737
16040109,2,0.70774484
16040109,4,354.66464
16040109,15,1659.1447
16040109,16,1.7077448
16040201,2,0.38978285
16040201,4,307.46912
16040201,10,0.11628719
16040201,12,32.576
16040201,13,120521.02
16040201,15,1515.3945
16040201,16,1.3897828
16040201,18,23.63
16040201,19,113.835396
16040202,2,0.29409057
16040202,4,246.45192
16040202,15,1465.2488
16040202,16,1.2940905
16040203,2,0.53198916
16040203,4,262.9089
16040203,16,1.5319892
16040204,2,0.5074158
16040204,4,310.9132
16040204,16,1.5074158
16040205,2,0.29045272
16040205,4,257.34915
16040205,10,0.006238882
16040205,12,31.658
16040205,16,1.2904527
16040205,18,23.882
16040205,19,73.208786
16050101,2,21.592386
16050101,4,761.0011
16050101,15,2124.8674
16050101,16,22.592386
16050101,24,39.040356
16050102,2,14.06088
16050102,4,497.7668
16050102,15,1835.264
16050102,16,15.06088
16050102,24,39.445908
16050103,2,0.26675528
16050103,4,210.60085
16050103,15,1456.4419
16050103,16,1.2667552
16050104,2,0.08581305
16050104,4,203.36032
16050104,16,1.085813
16050201,2,10.265479
16050201,4,547.0663
16050201,15,2026.5458
16050201,16,11.265479
16050201,24,38.827106
16050202,2,2.309666
16050202,4,208.14552
16050202,16,3.309666
16050203,2,0.6028025
16050203,4,142.06627
16050203,16,1.6028025
16050301,2,12.4644785
16050301,4,322.45886
16050301,15,2184.3022
16050301,16,13.4644785
16050301,24,38.423225
16050302,2,7.4710374
16050302,4,399.67316
16050302,15,2051.3105
16050302,16,8.471037
16050302,24,38.629463
16050303,2,1.3012764
16050303,4,144.99911
16050303,16,2.3012764
16050304,2,11.482432
16050304,4,174.60948
16050304,15,1787.9961
16050304,16,12.482432
16050304,24,38.528904
16060001,2,3.720681
16060001,4,207.50252
16060001,16,4.7206807
16060002,2,3.1850495
16060002,4,176.73495
16060002,16,4.1850495
16060003,2,6.2661414
16060003,4,167.31473
16060003,16,7.2661414
16060004,2,4.870381
16060004,4,261.40134
16060004,16,5.870381
16060005,2,7.609925
16060005,4,279.04926
16060005,16,8.609924
16060006,2,5.9075108
16060006,4,253.18907
16060006,16,6.9075108
16060007,2,7.2066607
16060007,4,339.93814
16060007,16,8.20666
16060008,2,11.747388
16060008,4,309.72784
16060008,16,12.747388
16060009,2,8.561285
16060009,4,283.33658
16060009,16,9.561285
16060010,2,5.723888
16060010,4,165.79114
16060010,16,6.723888
16060011,2,5.6270485
16060011,4,164.25708
16060011,16,6.6270485
16060012,2,12.066436
16060012,4,218.09116
16060012,16,13.066436
16060013,2,2.5949104
16060013,4,149.4517
16060013,16,3.5949104
16060014,2,3.9349856
16060014,4,195.00789
16060014,16,4.9349856
16060015,2,2.198123
16060015,4,161.17798
16060015,16,3.198123
17010101,1,1266.6769
17010101,2,16.607124
17010101,3,2108.3628
17010101,4,842.01
17010101,5,6.711253
17010101,7,556.5013
17010101,8,14.181028
17010101,10,56.16067
17010101,12,29.572159
17010101,15,1266.6769
17010101,16,74.098495
17010101,18,16.82519
17010101,19,136.05312
17010101,32,18.717047
17010101,34,9537.2
17010101,37,93.456604
17010102,1,1252.8153
17010102,2,84.849976
17010102,3,1663.7256
17010102,4,612.04
17010102,5,3.2171865
17010102,7,643.8742
17010102,8,13.180489
17010102,11,2.528369
17010102,15,1252.8153
17010102,16,69.848885
17010102,20,28.602657
17010102,21,2104.0
17010102,32,13.233007
17010102,34,2182.97
17010102,37,98.94514
17010103,1,1373.4336
17010103,2,36.28387
17010103,3,1792.186
17010103,4,933.2
17010103,5,2.099814
17010103,7,557.51636
17010103,8,13.645659
17010103,10,25.27202
17010103,12,28.653128
17010103,15,1373.4336
17010103,16,83.5912
17010103,18,15.658107
17010103,19,75.11885
17010103,32,10.496216
17010103,34,2050.6
17010103,37,94.32603
17010104,1,1145.0864
17010104,2,7.3753853
17010104,3,1820.5331
17010104,4,782.45
17010104,5,3.5419536
17010104,7,530.21423
17010104,8,12.781313
17010104,10,46.12505
17010104,12,30.534828
17010104,15,1145.0864
17010104,16,83.52965
17010104,18,19.375195
17010104,19,170.14908
17010104,32,19.624773
17010104,34,9700.1
17010104,37,98.00665
17010105,1,1291.8805
17010105,2,9.016038
17010105,3,1809.888
17010105,4,1090.63
17010105,5,3.2427907
17010105,7,540.626
17010105,8,13.59151
17010105,10,59.853348
17010105,12,29.112078
17010105,15,1291.8805
17010105,16,83.81638
17010105,18,17.387009
17010105,19,150.31044
17010105,32,19.42233
17010105,34,2031.68
17010105,37,63.14466
17010106,2,0.99036086
17010106,4,1595.8341
17010106,16,1.9903609
17010106,32,23.0
17010106,34,4414.76
