VegetationID,EpochID,Name,DefaultSuitability,LandUseID,Physiognomy,Notes
1281,2,Western Great Plains Sparsely Vegetated Systems,0,,,
1282,2,Northwestern Great Plains Shrubland,1,,,
1283,2,Inter-Mountain Basins Big Sagebrush Steppe,2,,,
1284,2,Northwestern Great Plains Mixedgrass Prairie,1,,,
1285,2,Western Great Plains Sand Prairie,1,,,
1286,2,Inter-Mountain Basins Greasewood Flat,1,,,
1287,2,Western Great Plains Floodplain Systems,4,,,
1288,2,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,2,,,
1289,2,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,2,,,
1290,2,Western Great Plains Wooded Draw and Ravine,3,,,
1291,2,Great Plains Prairie Pothole,1,,,
1292,2,Western Great Plains Depressional Wetland Systems,1,,,
1293,2,Southern Coastal Plain Dry Upland Hardwood Forest,2,,,
1294,2,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,0,,,
1295,2,Atlantic Coastal Plain Mesic Hardwood Forest,2,,,
1296,2,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,0,,,
1297,2,Atlantic Coastal Plain Upland Longleaf Pine Woodland,0,,,
1298,2,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,0,,,
1299,2,Florida Longleaf Pine Sandhill,0,,,
1300,2,Southern Coastal Plain Mesic Slope Forest,0,,,
1301,2,East Gulf Coastal Plain Maritime Forest,0,,,
1302,2,Southern Atlantic Coastal Plain Maritime Forest,0,,,
1303,2,Florida Peninsula Inland Scrub,0,,,
1304,2,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,1,,,
1305,2,Central Florida Pine Flatwoods,1,,,
1306,2,East Gulf Coastal Plain Near-Coast Pine Flatwoods,1,,,
1307,2,Southern Coastal Plain Nonriverine Cypress Dome,0,,,
1308,2,Southern Coastal Plain Seepage Swamp and Baygall,0,,,
1309,2,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,0,,,
1310,2,Gulf and Atlantic Coastal Plain Floodplain Systems,4,,,
1311,2,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,0,,,
1312,2,Gulf and Atlantic Coastal Plain Swamp Systems,0,,,
1313,2,East Gulf Coastal Plain Savanna and Wet Prairie,1,,,
1314,2,Floridian Highlands Freshwater Marsh,0,,,
1315,2,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,0,,,
1316,2,Southern Coastal Plain Dry Upland Hardwood Forest,2,,,
1317,2,South Florida Hardwood Hammock,2,,,
1318,2,Southwest Florida Coastal Strand and Maritime Hammock,0,,,
1319,2,Southeast Florida Coastal Strand and Maritime Hammock,0,,,
1320,2,Florida Longleaf Pine Sandhill,0,,,
1321,2,South Florida Pine Rockland,0,,,
1322,2,Florida Peninsula Inland Scrub,0,,,
1323,2,Florida Dry Prairie,1,,,
1324,2,South Florida Dwarf Cypress Savanna,0,,,
1325,2,South Florida Pine Flatwoods,1,,,
1326,2,South Florida Cypress Dome,0,,,
1327,2,Central Florida Pine Flatwoods,1,,,
1328,2,East Gulf Coastal Plain Near-Coast Pine Flatwoods,1,,,
1329,2,Southern Coastal Plain Nonriverine Cypress Dome,0,,,
1330,2,Southern Coastal Plain Seepage Swamp and Baygall,0,,,
1331,2,Caribbean Coastal Wetland Systems,0,,,
1332,2,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,0,,,
1333,2,Caribbean Swamp Systems,2,,,
1334,2,Gulf and Atlantic Coastal Plain Swamp Systems,0,,,
1335,2,South Florida Everglades Sawgrass Marsh,0,,,
1336,2,Floridian Highlands Freshwater Marsh,0,,,
1337,2,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,0,,,
1338,2,North American Warm Desert Sparsely Vegetated Systems,0,,,
1339,2,Colorado Plateau Pinyon-Juniper Woodland,2,,,
1340,2,Madrean Encinal,0,,,
1341,2,Madrean Lower Montane Pine-Oak Forest and Woodland,0,,,
1342,2,Madrean Pinyon-Juniper Woodland,2,,,
1343,2,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,2,,,
1344,2,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,2,,,
1345,2,Southern Rocky Mountain Ponderosa Pine Woodland,2,,,
1346,2,Southern Rocky Mountain Pinyon-Juniper Woodland,2,,,
1347,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,3,,,
1348,2,Chihuahuan Creosotebush Desert Scrub,0,,,
1349,2,Chihuahuan Mixed Salt Desert Scrub,1,,,
1350,2,Chihuahuan Succulent Desert Scrub,0,,,
1351,2,Inter-Mountain Basins Big Sagebrush Shrubland,2,,,
1352,2,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,1,,,
1353,2,Sonora-Mojave Mixed Salt Desert Scrub,1,,,
1354,2,Sonoran Mid-Elevation Desert Scrub,0,,,
1355,2,Western Great Plains Sandhill Steppe,0,,,
1356,2,Chihuahuan Mixed Desert Shrubland,0,,,
1357,2,Chihuahuan Grama Grass-Creosote Steppe,0,,,
1358,2,Madrean Oriental Chaparral,0,,,
1359,2,Mogollon Chaparral,1,,,
1360,2,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,3,,,
1361,2,Sonora-Mojave Semi-Desert Chaparral,0,,,
1362,2,Sonoran Paloverde-Mixed Cacti Desert Scrub,0,,,
1363,2,Madrean Juniper Savanna,2,,,
1364,2,Southern Rocky Mountain Juniper Woodland and Savanna,0,,,
1365,2,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,1,,,
1366,2,Chihuahuan Gypsophilous Grassland and Steppe,1,,,
1367,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe,1,,,
1368,2,Chihuahuan Sandy Plains Semi-Desert Grassland,1,,,
1369,2,Inter-Mountain Basins Semi-Desert Grassland,1,,,
1370,2,Southern Rocky Mountain Montane-Subalpine Grassland,1,,,
1371,2,Western Great Plains Shortgrass Prairie,1,,,
1372,2,Inter-Mountain Basins Greasewood Flat,1,,,
1373,2,North American Warm Desert Riparian Systems,0,,,
1374,2,Rocky Mountain Montane Riparian Systems,4,,,
1375,2,Chihuahuan Loamy Plains Desert Grassland,1,,,
1376,2,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,1,,,
1377,2,North American Warm Desert Sparsely Vegetated Systems,0,,,
1378,2,Madrean Lower Montane Pine-Oak Forest and Woodland,0,,,
1379,2,Madrean Pinyon-Juniper Woodland,2,,,
1380,2,Southern Rocky Mountain Ponderosa Pine Woodland,2,,,
1381,2,Southern Rocky Mountain Pinyon-Juniper Woodland,2,,,
1382,2,Chihuahuan Creosotebush Desert Scrub,0,,,
1383,2,Chihuahuan Mixed Salt Desert Scrub,1,,,
1384,2,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,1,,,
1385,2,Chihuahuan Succulent Desert Scrub,0,,,
1386,2,Rocky Mountain Lower Montane-Foothill Shrubland,3,,,
1387,2,Western Great Plains Sandhill Steppe,0,,,
1388,2,Apacherian-Chihuahuan Mesquite Upland Scrub,0,,,
1389,2,Chihuahuan Mixed Desert and Thorn Scrub,0,,,
1390,2,Madrean Oriental Chaparral,0,,,
1391,2,Western Great Plains Mesquite Woodland and Shrubland,0,,,
1392,2,Madrean Juniper Savanna,2,,,
1393,2,Southern Rocky Mountain Juniper Woodland and Savanna,0,,,
1394,2,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,1,,,
1395,2,Chihuahuan Gypsophilous Grassland and Steppe,1,,,
1396,2,Southern Rocky Mountain Montane-Subalpine Grassland,1,,,
1397,2,Western Great Plains Shortgrass Prairie,1,,,
1398,2,North American Warm Desert Riparian Systems,0,,,
1399,2,Rocky Mountain Montane Riparian Systems,4,,,
1400,2,Edwards Plateau Limestone Shrubland,0,,,
1401,2,Western Great Plains Depressional Wetland Systems - Playa,0,,,
1402,2,Chihuahuan Loamy Plains Desert Grassland,1,,,
1403,2,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Tobosa Grassland,1,,,
1404,2,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Alkali Sacaton,1,,,
1405,2,Southern Rocky Mountain Ponderosa Pine Woodland,2,,,
1406,2,Southern Rocky Mountain Pinyon-Juniper Woodland,2,,,
1407,2,Inter-Mountain Basins Big Sagebrush Shrubland,2,,,
1408,2,Inter-Mountain Basins Mixed Salt Desert Scrub,1,,,
1409,2,Rocky Mountain Lower Montane-Foothill Shrubland,3,,,
1410,2,Western Great Plains Sandhill Steppe,0,,,
1411,2,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,3,,,
1412,2,Western Great Plains Mesquite Woodland and Shrubland,0,,,
1413,2,Southern Rocky Mountain Ponderosa Pine Savanna,2,,,
1414,2,Inter-Mountain Basins Montane Sagebrush Steppe,1,,,
1415,2,Central Mixedgrass Prairie,1,,,
1416,2,Western Great Plains Foothill and Piedmont Grassland,1,,,
1417,2,Western Great Plains Shortgrass Prairie,1,,,
1418,2,Rocky Mountain Montane Riparian Systems,4,,,
1419,2,Western Great Plains Floodplain Systems,4,,,
1420,2,Northwestern Great Plains Canyon,0,,,
1421,2,Western Great Plains Depressional Wetland Systems,0,,,
1422,2,Western Great Plains Sparsely Vegetated Systems,0,,,
1423,2,Western Great Plains Sandhill Steppe,0,,,
1424,2,Western Great Plains Mesquite Woodland and Shrubland,0,,,
1425,2,Southern Rocky Mountain Juniper Woodland and Savanna,0,,,
1426,2,Central Mixedgrass Prairie,1,,,
1427,2,Western Great Plains Sand Prairie,1,,,
1428,2,Western Great Plains Shortgrass Prairie,1,,,
1429,2,Western Great Plains Floodplain Systems,4,,,
1430,2,Edwards Plateau Limestone Shrubland,0,,,
1431,2,Western Great Plains Depressional Wetland Systems - Playa,0,,,
1432,2,Western Great Plains Depressional Wetland Systems - Saline,0,,,
1433,2,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Tobosa Grassland,1,,,
1434,2,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Alkali Sacaton,1,,,
1435,2,West Gulf Coastal Plain Mesic Hardwood Forest,2,,,
1436,2,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,0,,,
1437,2,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,0,,,
1438,2,West Gulf Coastal Plain Pine-Hardwood Forest,2,,,
1439,2,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,0,,,
1440,2,Southern Blackland Tallgrass Prairie,1,,,
1441,2,West Gulf Coastal Plain Northern Calcareous Prairie,1,,,
1442,2,West Gulf Coastal Plain Southern Calcareous Prairie,1,,,
1443,2,Texas-Louisiana Coastal Prairie,1,,,
1444,2,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,1,,,
1445,2,West Gulf Coastal Plain Pine-Hardwood Flatwoods,2,,,
1446,2,Gulf and Atlantic Coastal Plain Floodplain Systems,4,,,
1447,2,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,0,,,
1448,2,Gulf and Atlantic Coastal Plain Swamp Systems,0,,,
1449,2,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,0,,,
1450,2,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,2,,,
1451,2,East-Central Texas Plains Post Oak Savanna and Woodland,0,,,
1452,2,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,0,,,
1453,2,Atlantic Coastal Plain Mesic Hardwood Forest,2,,,
1454,2,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,0,,,
1455,2,Atlantic Coastal Plain Upland Longleaf Pine Woodland,0,,,
1456,2,Southern Coastal Plain Mesic Slope Forest,0,,,
1457,2,Central Atlantic Coastal Plain Maritime Forest,0,,,
1458,2,Southern Atlantic Coastal Plain Maritime Forest,0,,,
1459,2,Southern Atlantic Coastal Plain Dune and Maritime Grassland,1,,,
1460,2,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,1,,,
1461,2,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,1,,,
1462,2,Atlantic Coastal Plain Peatland Pocosin and Canebrake,0,,,
1463,2,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,0,,,
1464,2,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,0,,,
1465,2,Gulf and Atlantic Coastal Plain Floodplain Systems,4,,,
1466,2,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,0,,,
1467,2,Gulf and Atlantic Coastal Plain Swamp Systems,0,,,
1468,2,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,0,,,
1469,2,Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,2,,,
1470,2,Inter-Mountain Basins Sparsely Vegetated Systems,0,,,
1471,2,Western Great Plains Sparsely Vegetated Systems,0,,,
1472,2,Rocky Mountain Aspen Forest and Woodland,2,,,
1473,2,Rocky Mountain Bigtooth Maple Ravine Woodland,3,,,
1474,2,Madrean Lower Montane Pine-Oak Forest and Woodland,0,,,
1475,2,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,2,,,
1476,2,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,2,,,
1477,2,Southern Rocky Mountain Ponderosa Pine Woodland - South,2,,,
1478,2,Southern Rocky Mountain Ponderosa Pine Woodland - North,2,,,
1479,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,2,,,
1480,2,Southern Rocky Mountain Pinyon-Juniper Woodland,2,,,
1481,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,2,,,
1482,2,Colorado Plateau Mixed Low Sagebrush Shrubland,2,,,
1483,2,Inter-Mountain Basins Mixed Salt Desert Scrub - South,1,,,
1484,2,Inter-Mountain Basins Mixed Salt Desert Scrub - North,1,,,
1485,2,Rocky Mountain Lower Montane-Foothill Shrubland,3,,,
1486,2,Western Great Plains Sandhill Steppe,0,,,
1487,2,Apacherian-Chihuahuan Mesquite Upland Scrub,0,,,
1488,2,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,1,,,
1489,2,Western Great Plains Mesquite Woodland and Shrubland,0,,,
1490,2,Southern Rocky Mountain Ponderosa Pine Savanna - South,2,,,
1491,2,Southern Rocky Mountain Ponderosa Pine Savanna - North,2,,,
1492,2,Southern Rocky Mountain Juniper Woodland and Savanna,0,,,
1493,2,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,1,,,
1494,2,Chihuahuan Gypsophilous Grassland and Steppe,1,,,
1495,2,Southern Rocky Mountain Montane-Subalpine Grassland,1,,,
1496,2,Western Great Plains Foothill and Piedmont Grassland,1,,,
1497,2,Western Great Plains Shortgrass Prairie,1,,,
1498,2,Inter-Mountain Basins Greasewood Flat,1,,,
1499,2,Rocky Mountain Montane Riparian Systems,4,,,
1500,2,Western Great Plains Floodplain Systems,4,,,
1501,2,Western Great Plains Depressional Wetland Systems,0,,,
1502,2,Chihuahuan Loamy Plains Desert Grassland,1,,,
1503,2,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,1,,,
1504,2,West Gulf Coastal Plain Mesic Hardwood Forest,2,,,
1505,2,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,0,,,
1506,2,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,0,,,
1507,2,West Gulf Coastal Plain Pine-Hardwood Forest,2,,,
1508,2,Mississippi Delta Maritime Forest,0,,,
1509,2,Texas-Louisiana Coastal Prairie,1,,,
1510,2,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,1,,,
1511,2,West Gulf Coastal Plain Pine-Hardwood Flatwoods,2,,,
1512,2,Gulf and Atlantic Coastal Plain Floodplain Systems,4,,,
1513,2,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,0,,,
1514,2,Gulf and Atlantic Coastal Plain Swamp Systems,0,,,
1515,2,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,0,,,
1516,2,Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,0,,,
1517,2,Southern Crowley`s Ridge Mesic Loess Slope Forest,0,,,
1518,2,West Gulf Coastal Plain Mesic Hardwood Forest,2,,,
1519,2,East Gulf Coastal Plain Northern Loess Bluff Forest,0,,,
1520,2,East Gulf Coastal Plain Southern Loess Bluff Forest,0,,,
1521,2,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,0,,,
1522,2,West Gulf Coastal Plain Pine-Hardwood Forest,2,,,
1523,2,Lower Mississippi River Dune Woodland and Forest,0,,,
1524,2,West Gulf Coastal Plain Southern Calcareous Prairie,1,,,
1525,2,Lower Mississippi Alluvial Plain Grand Prairie,1,,,
1526,2,West Gulf Coastal Plain Pine-Hardwood Flatwoods,2,,,
1527,2,Gulf and Atlantic Coastal Plain Floodplain Systems,4,,,
1528,2,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,0,,,
1529,2,Gulf and Atlantic Coastal Plain Swamp Systems,0,,,
1530,2,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,0,,,
1531,2,Northern Crowley`s Ridge Sand Forest,0,,,
1532,2,Lower Mississippi River Flatwoods,1,,,
1561,2,Laurentian-Acadian Northern Hardwoods Forest,2,,,
1562,2,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,2,,,
1563,2,North-Central Interior Dry-Mesic Oak Forest and Woodland,0,,,
1564,2,North-Central Interior Dry Oak Forest and Woodland,0,,,
1565,2,North-Central Interior Beech-Maple Forest,0,,,
1566,2,North-Central Interior Maple-Basswood Forest,0,,,
1567,2,Laurentian-Acadian Northern Pine(-Oak) Forest,0,,,
1568,2,Boreal White Spruce-Fir-Hardwood Forest - Inland,2,,,
1569,2,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,2,,,
1570,2,North-Central Interior Oak Savanna,0,,,
1571,2,North-Central Oak Barrens,0,,,
1572,2,Laurentian Pine-Oak Barrens,0,,,
1573,2,Laurentian-Acadian Jack Pine Barrens and Forest,0,,,
1574,2,Great Lakes Alvar,0,,,
1575,2,North-Central Interior Sand and Gravel Tallgrass Prairie,1,,,
1576,2,Central Tallgrass Prairie,1,,,
1577,2,Eastern Boreal Floodplain,0,,,
1578,2,Great Lakes Wooded Dune and Swale,0,,,
1579,2,Central Interior and Appalachian Floodplain Systems,4,,,
1580,2,Laurentian-Acadian Floodplain Systems,4,,,
1581,2,Boreal Acidic Peatland Systems,0,,,
1582,2,Central Interior and Appalachian Swamp Systems,0,,,
1583,2,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,2,,,
1584,2,Great Lakes Coastal Marsh Systems,0,,,
1585,2,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,0,,,
1586,2,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0,,,
1587,2,Paleozoic Plateau Bluff and Talus,0,,,
1588,2,Laurentian-Acadian Northern Hardwoods Forest,2,,,
1589,2,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,2,,,
1590,2,North-Central Interior Dry-Mesic Oak Forest and Woodland,0,,,
1591,2,North-Central Interior Maple-Basswood Forest,0,,,
1592,2,Eastern Great Plains Tallgrass Aspen Parkland,0,,,
1593,2,Boreal Jack Pine-Black Spruce Forest,0,,,
1594,2,Laurentian-Acadian Northern Pine(-Oak) Forest,0,,,
1595,2,Laurentian-Acadian Northern Pine Forest,0,,,
1596,2,Boreal White Spruce-Fir-Hardwood Forest - Inland,2,,,
1597,2,Boreal White Spruce-Fir-Hardwood Forest - Coastal,2,,,
1598,2,Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch,2,,,
1599,2,North-Central Interior Oak Savanna,0,,,
1600,2,North-Central Oak Barrens,0,,,
1601,2,Laurentian Pine-Oak Barrens,0,,,
1602,2,Laurentian-Acadian Jack Pine Barrens and Forest,0,,,
1603,2,North-Central Interior Sand and Gravel Tallgrass Prairie,1,,,
1604,2,Northern Tallgrass Prairie,1,,,
1605,2,Eastern Boreal Floodplain,0,,,
1606,2,Central Interior and Appalachian Floodplain Systems,4,,,
1607,2,Laurentian-Acadian Floodplain Systems,4,,,
1608,2,Boreal Acidic Peatland Systems,0,,,
1609,2,Central Interior and Appalachian Swamp Systems,0,,,
1610,2,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,2,,,
1611,2,Great Lakes Coastal Marsh Systems,0,,,
1612,2,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,0,,,
1613,2,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0,,,
1614,2,Laurentian-Acadian Northern Hardwoods Forest,2,,,
1615,2,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,2,,,
1616,2,Northern Sugar Maple-Basswood Forest,0,,,
1617,2,North-Central Interior Dry-Mesic Oak Forest and Woodland,0,,,
1618,2,North-Central Interior Dry Oak Forest and Woodland,0,,,
1619,2,North-Central Interior Beech-Maple Forest,0,,,
1620,2,Great Lakes Pine Barrens,0,,,
1621,2,Great Lakes Spruce-Fir,2,,,
1622,2,Laurentian-Acadian Northern Pine(-Oak) Forest,0,,,
1623,2,Boreal White Spruce-Fir-Hardwood Forest - Inland,2,,,
1624,2,Boreal White Spruce-Fir-Hardwood Forest - Coastal,2,,,
1625,2,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,2,,,
1626,2,North-Central Interior Oak Savanna,0,,,
1627,2,North-Central Oak Barrens,0,,,
1628,2,Laurentian Pine-Oak Barrens,0,,,
1629,2,Laurentian-Acadian Jack Pine Barrens and Forest,0,,,
1630,2,Great Lakes Wet-Mesic Lakeplain Prairie,1,,,
1631,2,North-Central Interior Sand and Gravel Tallgrass Prairie,1,,,
1632,2,Central Tallgrass Prairie,1,,,
1633,2,Eastern Boreal Floodplain,0,,,
1634,2,Great Lakes Wooded Dune and Swale,0,,,
1635,2,Central Interior and Appalachian Floodplain Systems,4,,,
1636,2,Laurentian-Acadian Floodplain Systems,4,,,
1637,2,Boreal Acid Peatland Systems,0,,,
1638,2,Central Interior and Appalachian Swamp Systems,0,,,
1639,2,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,2,,,
1640,2,Great Lakes Coastal Marsh Systems,0,,,
1641,2,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0,,,
1642,2,Western Great Plains Dry Bur Oak Forest and Woodland,0,,,
1643,2,Northwestern Great Plains Mixedgrass Prairie,1,,,
1644,2,Western Great Plains Tallgrass Prairie,1,,,
1645,2,Western Great Plains Floodplain Systems,4,,,
1646,2,Boreal Aspen-Birch Forest,0,,,
1647,2,Laurentian-Acadian Northern Hardwoods Forest,2,,,
1648,2,North-Central Interior Maple-Basswood Forest,0,,,
1649,2,Eastern Great Plains Tallgrass Aspen Parkland,0,,,
1650,2,Boreal White Spruce-Fir-Hardwood Forest - Inland,2,,,
1651,2,Western Great Plains Wooded Draw and Ravine,0,,,
1652,2,North-Central Interior Oak Savanna,0,,,
1653,2,North-Central Interior Sand and Gravel Tallgrass Prairie,1,,,
1654,2,Northern Tallgrass Prairie,1,,,
1655,2,Eastern Great Plains Floodplain Systems,4,,,
1656,2,Boreal Acidic Peatland Systems,0,,,
1657,2,Great Plains Prairie Pothole,0,,,
1658,2,Western Great Plains Depressional Wetland Systems,0,,,
1659,2,Western Great Plains Dry Bur Oak Forest and Woodland,0,,,
1660,2,Northwestern Great Plains Mixedgrass Prairie,1,,,
1661,2,Western Great Plains Tallgrass Prairie,1,,,
1662,2,Western Great Plains Floodplain Systems,4,,,
1663,2,North-Central Interior Dry-Mesic Oak Forest and Woodland,0,,,
1664,2,North-Central Interior Dry Oak Forest and Woodland,0,,,
1665,2,North-Central Interior Maple-Basswood Forest,0,,,
1666,2,Eastern Great Plains Tallgrass Aspen Parkland,0,,,
1667,2,Western Great Plains Wooded Draw and Ravine,0,,,
1668,2,North-Central Interior Oak Savanna,0,,,
1669,2,North-Central Interior Sand and Gravel Tallgrass Prairie,1,,,
1670,2,Northern Tallgrass Prairie,1,,,
1671,2,Eastern Great Plains Floodplain Systems,4,,,
1672,2,Great Plains Prairie Pothole,0,,,
1673,2,Western Great Plains Depressional Wetland Systems,0,,,
1674,2,Western Great Plains Sparsely Vegetated Systems,0,,,
1675,2,Western Great Plains Dry Bur Oak Forest and Woodland,0,,,
1676,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,4,,,
1677,2,Inter-Mountain Basins Big Sagebrush Shrubland,1,,,
1678,2,Rocky Mountain Lower Montane-Foothill Shrubland,1,,,
1679,2,Western Great Plains Sandhill Steppe,0,,,
1680,2,Inter-Mountain Basins Big Sagebrush Steppe,1,,,
1681,2,Central Mixedgrass Prairie,1,,,
1682,2,Northwestern Great Plains Mixedgrass Prairie,1,,,
1683,2,Western Great Plains Sand Prairie,1,,,
1684,2,Western Great Plains Shortgrass Prairie,1,,,
1685,2,Western Great Plains Tallgrass Prairie,1,,,
1686,2,Western Great Plains Floodplain Systems,4,,,
1687,2,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,2,,,
1688,2,Western Great Plains Wooded Draw and Ravine,0,,,
1689,2,Central Tallgrass Prairie,1,,,
1690,2,Eastern Great Plains Floodplain Systems,4,,,
1691,2,Western Great Plains Depressional Wetland Systems,0,,,
1692,2,Western Great Plains Sandhill Steppe,0,,,
1693,2,Western Great Plains Mesquite Woodland and Shrubland,0,,,
1694,2,Central Mixedgrass Prairie,1,,,
1695,2,Western Great Plains Sand Prairie,1,,,
1696,2,Western Great Plains Floodplain Systems,4,,,
1697,2,Ozark-Ouachita Dry-Mesic Oak Forest,0,,,
1698,2,Crosstimbers Oak Forest and Woodland,0,,,
1699,2,West Gulf Coastal Plain Mesic Hardwood Forest,2,,,
1700,2,Ozark-Ouachita Mesic Hardwood Forest,2,,,
1701,2,Ozark-Ouachita Dry Oak Woodland,0,,,
1702,2,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,0,,,
1703,2,West Gulf Coastal Plain Pine-Hardwood Forest,2,,,
1704,2,Edwards Plateau Limestone Savanna and Woodland,0,,,
1705,2,Edwards Plateau Limestone Shrubland,0,,,
1706,2,Southern Blackland Tallgrass Prairie,1,,,
1707,2,Southeastern Great Plains Tallgrass Prairie,1,,,
1708,2,Central Interior and Appalachian Floodplain Systems,4,,,
1709,2,Central Interior and Appalachian Riparian Systems,0,,,
1710,2,Gulf and Atlantic Coastal Plain Floodplain Systems,4,,,
1711,2,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,0,,,
1712,2,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,1,,,
1713,2,East-Central Texas Plains Post Oak Savanna and Woodland,0,,,
1714,2,Edwards Plateau Dry-Mesic Slope Forest and Woodland,0,,,
1715,2,Western Great Plains Sandhill Steppe,0,,,
1716,2,Apacherian-Chihuahuan Mesquite Upland Scrub,0,,,
1717,2,Western Great Plains Mesquite Woodland and Shrubland,4,,,
1718,2,Central Mixedgrass Prairie,1,,,
1719,2,Western Great Plains Sand Prairie,1,,,
1720,2,Western Great Plains Shortgrass Prairie,1,,,
1721,2,North American Warm Desert Riparian Systems,4,,,
1722,2,Western Great Plains Floodplain Systems,4,,,
1723,2,Crosstimbers Oak Forest and Woodland,0,,,
1724,2,East-Central Texas Plains Southern Pine Forest and Woodland,0,,,
1725,2,Edwards Plateau Limestone Savanna and Woodland,0,,,
1726,2,Tamaulipan Mixed Deciduous Thornscrub,0,,,
1727,2,Tamaulipan Calcareous Thornscrub,0,,,
1728,2,Edwards Plateau Limestone Shrubland,0,,,
1729,2,Llano Uplift Acidic Forest-Woodland-Glade,0,,,
1730,2,Southern Blackland Tallgrass Prairie,1,,,
