VegetationID,Name,EVT_PHYS,DefaultSuitability
9183,North-Central Interior Shrub Swamp,Riparian,4
9184,Northeastern Erosional Bluff,Sparsely Vegetated,1
9185,Northern Appalachian-Acadian Conifer-Hardwood Acidic Swamp,Riparian,4
9186,Northern Appalachian-Acadian Rocky Heath Outcrop Woodland,Conifer,2
9187,Northern Atlantic Coastal Plain Basin Peat Swamp,Riparian,4
9188,Northern Atlantic Coastal Plain Basin Swamp and Wet Hardwood Forest,Riparian,4
9189,Northern Atlantic Coastal Plain Brackish Tidal Marsh,Riparian,4
9190,Northern Atlantic Coastal Plain Calcareous Ravine,Hardwood,3
9191,Northern Atlantic Coastal Plain Fresh and Oligohaline Tidal Marsh,Riparian,4
9192,Northern Atlantic Coastal Plain Pond,Riparian,4
9193,Northern Atlantic Coastal Plain Sandy Beach,Sparsely Vegetated,1
9195,Northern Atlantic Coastal Plain Riparian and Floodplain Forest,Riparian,4
9197,Northern Atlantic Coastal Plain Tidal Salt Marsh,Riparian,4
9198,Northern Atlantic Coastal Plain Tidal Swamp,Riparian,4
9202,Northern Great Lakes Coastal Marsh,Riparian,4
9203,Northern Great Lakes Interdunal Wetland,Riparian,4
9207,Ozark-Ouachita Riparian Forest,Riparian,4
9208,Panhandle Florida Limestone Glade,Conifer-Hardwood,3
9209,Piedmont Seepage Wetland,Riparian,4
9210,Piedmont Upland Depression Swamp,Riparian,4
9211,Red River Large Floodplain Forest,Riparian,4
9213,Sierra Nevada Cliff and Canyon,Sparsely Vegetated,1
9216,South Florida Bayhead Swamp,Riparian,4
9218,South Florida Hydric Hammock,Riparian,4
9220,South Florida Pond-apple/Popash Slough,Riparian,4
9221,South Florida Shell Hash Beach,Sparsely Vegetated,1
9222,South Florida Slough Gator Hole and Willow Head Herbaceous,Riparian,4
9223,South-Central Interior Large Floodplain Forest,Riparian,4
9224,South-Central Interior Small Stream and Riparian Forest,Riparian,4
9226,Southeast Florida Beach,Sparsely Vegetated,1
9227,Southeastern Coastal Plain Cliff,Sparsely Vegetated,1
9228,Southeastern Coastal Plain Interdunal Wetland,Riparian,4
9229,Southeastern Coastal Plain Natural Lakeshore,Riparian,4
9230,Southeastern Great Plains Floodplain Forest and Woodland,Riparian,4
9231,Southeastern Great Plains Riparian Forest and Woodland,Riparian,4
9232,Southern and Central Appalachian Bog and Fen,Riparian,4
9233,Southern and Central Appalachian Mafic Glade and Barrens,Conifer-Hardwood,3
9234,Southern Appalachian Granitic Dome,Sparsely Vegetated,1
9237,Southern Appalachian Seepage Wetland,Riparian,4
9239,Southern Atlantic Coastal Plain Depression Pondshore,Riparian,4
9240,Southern Atlantic Coastal Plain Florida Beach,Sparsely Vegetated,1
9241,Southern Atlantic Coastal Plain Fresh and Oligohaline Tidal Marsh,Riparian,4
9242,Southern Atlantic Coastal Plain Large River Floodplain Forest,Riparian,4
9243,Southern Atlantic Coastal Plain Salt and Brackish Tidal Marsh,Riparian,4
9244,Southern Atlantic Coastal Plain Sea Island Beach,Sparsely Vegetated,1
9245,Southern Atlantic Coastal Plain Tidal Wooded Swamp,Riparian,4
9246,Southern California Coast Ranges Cliff and Canyon,Sparsely Vegetated,1
9247,Southern Coastal Plain Blackwater River Floodplain Forest,Riparian,4
9248,Southern Coastal Plain Hydric Hammock,Riparian,4
9249,Southern Coastal Plain Nonriverine Basin Swamp,Riparian,4
9250,Southern Coastal Plain Oak Dome and Hammock,Riparian,4
9251,Southern Coastal Plain Sinkhole,Sparsely Vegetated,1
9256,Southern Piedmont Glade and Barrens,Conifer-Hardwood,3
9257,Southern Piedmont Granite Flatrock and Outcrop,Sparsely Vegetated,1
9258,Southern Piedmont Large Floodplain Forest,Riparian,4
9259,Southern Piedmont Small Floodplain and Riparian Forest,Riparian,4
9260,Southern Ridge and Valley Calcareous Glade and Woodland,Conifer-Hardwood,3
9261,Southern Ridge and Valley Seepage Fen,Riparian,4
9262,Southwest Florida Beach,Sparsely Vegetated,1
9265,Southwestern Great Plains Canyon,Sparsely Vegetated,1
9266,Tamaulipan Closed Depression Wetland Woodland,Riparian,4
9268,Tamaulipan Ramadero,Riparian,4
9270,Tamaulipan Saline Thornscrub,Shrubland,4
9272,Temperate Pacific Subalpine-Montane Wet Meadow,Riparian,4
9273,Texas Coast Beach,Sparsely Vegetated,1
9274,Texas Coast Fresh and Oligohaline Tidal Marsh,Riparian,4
9275,Texas Coast Salt and Brackish Tidal Marsh,Riparian,4
9282,West Gulf Coastal Plain Large River Floodplain Forest,Riparian,4
9283,West Gulf Coastal Plain Near-Coast Large River Swamp,Riparian,4
9284,West Gulf Coastal Plain Small Stream and River Forest,Riparian,4
9288,Northeastern Interior Calcareous Oak Forest,Hardwood,3
9289,Madrean Mesic Canyon Forest and Woodland,Conifer-Hardwood,3
9290,Southeastern Great Plains Cliff,Sparsely Vegetated,1
9295,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,3
9301,California Ruderal Grassland and Meadow,Exotic Herbaceous,4
9302,Californian Ruderal Forest,Exotic Tree-Shrub,3
9303,Caribbean & Mesoamerican Lowland Ruderal Shrubland,Shrubland,4
9304,Caribbean Forest Plantation,Hardwood,3
9305,Caribbean Ruderal Dry Forest,Hardwood,3
9307,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous,4
9308,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous,4
9309,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,4
9310,North American Warm Desert Ruderal & Planted Scrub,Exotic Tree-Shrub,3
9311,North Pacific Maritime Coastal Sand Dune Ruderal Scrub,Exotic Tree-Shrub,3
9312,Northeastern North American Temperate Forest Plantation,Conifer,2
9314,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,4
9315,Northern & Central Native Ruderal Forest,Conifer-Hardwood,3
9316,Northern & Central Plains Ruderal & Planted Shrubland,Exotic Tree-Shrub,3
9317,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,3
9318,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,4
9319,Southeastern Exotic Ruderal Forest,Exotic Tree-Shrub,3
9320,Southeastern Native Ruderal Flooded & Swamp Forest,Riparian,4
9321,Southeastern Native Ruderal Forest,Conifer-Hardwood,3
9322,Southeastern North American Temperate Forest Plantation,Conifer,2
9323,Southeastern Ruderal Shrubland,Exotic Tree-Shrub,3
9324,Southeastern Ruderal Wet Meadow & Marsh,Riparian,4
9325,Great Plains Comanchian Ruderal Shrubland,Exotic Tree-Shrub,3
9326,Southern Vancouverian Lowland Ruderal Shrubland,Exotic Tree-Shrub,3
9327,Interior West Ruderal Riparian Forest,Riparian,4
9328,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,3
9329,Western North American Ruderal Wet Shrubland,Riparian,4
9332,Southeastern Exotic Ruderal Flooded & Swamp Forest,Riparian,4
9336,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,3
9337,California Ruderal Scrub,Exotic Tree-Shrub,3
9340,Caribbean Lowland Ruderal Rainforest,Hardwood,3
9341,Caribbean Montane Ruderal Forest,Hardwood,3
9343,Hawaiian Montane Ruderal Forest & Woodland,Hardwood,3
9344,Hawaiian Ruderal Coastal Salt Marsh,Riparian,4
9345,Hawaiian Ruderal Flooded & Swamp Forest,Riparian,4
9346,Hawaiian Ruderal Freshwater Wet Meadow & Marsh,Riparian,4
9347,Hawaiian Ruderal Mangrove,Hardwood,3
9348,Polynesian Ruderal Dry Woodland,Hardwood,3
9349,Polynesian Ruderal Lowland Rainforest,Hardwood,3
9350,Polynesian Ruderal Lowland Shrubland,Shrubland,4
9351,Polynesian Ruderal Scrub Coastal Strand,Shrubland,4
9352,Polynesian Ruderal Subalpine-Montane Shrubland,Shrubland,4
9353,Tropical Pacific Forest Plantation,Hardwood,3
9354,Caribbean Ruderal Freshwater Wet Meadow & Marsh,Grassland,4
9355,Tropical Agroforestry Plantation,Hardwood,3
9502,Columbia Basin Foothill Riparian Shrubland,Riparian,4
9503,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian,4
9504,Columbia Basin Foothill Riparian Herbaceous,Riparian,4
9505,Great Basin Foothill and Lower Montane Riparian Herbaceous,Riparian,4
9512,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian,4
9513,Northwestern Great Plains Floodplain Shrubland,Riparian,4
9514,Northwestern Great Plains Floodplain Herbaceous,Riparian,4
9515,Northwestern Great Plains Riparian Shrubland,Riparian,4
9516,Northwestern Great Plains Riparian Herbaceous,Riparian,4
9519,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian,4
9526,Western Great Plains Floodplain Shrubland,Riparian,4
9527,Western Great Plains Floodplain Herbaceous,Riparian,4
9528,Western Great Plains Riparian Shrubland,Riparian,4
9529,Western Great Plains Riparian Herbaceous,Riparian,4
9533,North American Warm Desert Riparian Herbaceous,Riparian,4
9534,North American Warm Desert Riparian Shrubland,Riparian,4
9535,North American Warm Desert Lower Montane Riparian Shrubland,Riparian,4
9541,Atlantic Coastal Plain Blackwater Stream Floodplain Shrubland,Riparian,4
9542,Atlantic Coastal Plain Blackwater Stream Floodplain Herbaceous,Riparian,4
9559,Central Appalachian River Floodplain Shrubland,Riparian,4
9560,Central Appalachian Stream and Riparian Shrubland,Riparian,4
9561,Central Appalachian River Floodplain Herbaceous,Riparian,4
9562,Central Appalachian Stream and Riparian Herbaceous,Riparian,4
9568,Central Texas Coastal Prairie Riparian Shrubland,Riparian,4
9569,Central Texas Coastal Prairie River Floodplain Shrubland,Riparian,4
9570,Central Texas Coastal Prairie Riparian Herbaceous,Riparian,4
9571,Central Texas Coastal Prairie River Floodplain Herbaceous,Riparian,4
9582,East Gulf Coastal Plain Large River Floodplain Shrubland,Riparian,4
9583,East Gulf Coastal Plain Large River Floodplain Herbaceous,Riparian,4
9585,East Gulf Coastal Plain Small Stream and River Floodplain Shrubland,Riparian,4
9586,East Gulf Coastal Plain Small Stream and River Floodplain Herbaceous,Riparian,4
9592,Edwards Plateau Floodplain Terrace Shrubland,Riparian,4
9593,Edwards Plateau Floodplain Terrace Herbaceous,Riparian,4
9601,Great Lakes Dune Grassland,Grassland,4
9604,Gulf Coast Chenier Plain Fresh and Oligohaline Tidal Marsh Shrubland,Riparian,4
9605,Gulf Coast Chenier Plain Salt and Brackish Tidal Marsh Shrubland,Riparian,4
9611,Laurentian Acidic Rocky Outcrop Shrubland,Shrubland,4
9616,Laurentian-Acadian Calcareous Rocky Outcrop Shrubland,Shrubland,4
9617,Laurentian-Acadian Floodplain Shrubland,Riparian,4
9620,Laurentian-Acadian Shrub Swamp,Riparian,4
9629,Mediterranean California Foothill and Lower Montane Riparian Shrubland,Riparian,4
9633,Mediterranean California Serpentine Foothill and Lower Montane Riparian Shrubland and Seep,Riparian,4
9639,Mississippi River High Floodplain (Bottomland) Shrubland,Riparian,4
9640,Mississippi River Low Floodplain (Bottomland) Shrubland,Riparian,4
9641,Mississippi River High Floodplain (Bottomland) Herbaceous,Riparian,4
9642,Mississippi River Low Floodplain (Bottomland) Herbaceous,Riparian,4
9652,North American Warm Desert Riparian Mesquite Bosque Shrubland,Riparian,4
9654,North American Warm Desert Wash Shrubland,Riparian,4
9667,North Pacific Hypermaritime Shrub Headland,Shrubland,4
9677,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian,4
9679,North-Central Interior Floodplain Shrubland,Riparian,4
9682,North-Central Interior Graminoid Alkaline Fen,Riparian,4
9683,North-Central Interior Wet Meadow,Riparian,4
9686,Northern Appalachian-Acadian Rocky Heath Outcrop Shrubland,Shrubland,4
9695,Northern Atlantic Coastal Plain Riparian and Floodplain Shrubland,Riparian,4
9696,Northern Atlantic Coastal Plain Riparian and Floodplain Herbaceous,Riparian,4
9707,Ozark-Ouachita Riparian Shrubland,Riparian,4
9708,Ozark-Ouachita Riparian Herbaceous,Riparian,4
9722,South Florida Slough Gator Hole and Willow Head Woodland,Riparian,4
9723,South-Central Interior Large Floodplain Shrubland,Riparian,4
9724,South-Central Interior Small Stream and Riparian Shrubland,Riparian,4
9725,South-Central Interior Large Floodplain Herbaceous,Riparian,4
9726,South-Central Interior Small Stream and Riparian Herbaceous,Riparian,4
9730,Southeastern Great Plains Floodplain Shrubland,Riparian,4
9731,Southeastern Great Plains Riparian Shrubland,Riparian,4
9732,Southeastern Great Plains Floodplain Herbaceous,Riparian,4
9733,Southeastern Great Plains Riparian Herbaceous,Riparian,4
9742,Southern Atlantic Coastal Plain Large River Floodplain Shrubland,Riparian,4
9743,Southern Atlantic Coastal Plain Large River Floodplain Herbaceous,Riparian,4
9758,Southern Piedmont Large Floodplain Shrubland,Riparian,4
9759,Southern Piedmont Small Floodplain and Riparian Shrubland,Riparian,4
9760,Southern Piedmont Large Floodplain Herbaceous,Riparian,4
9761,Southern Piedmont Small Floodplain and Riparian Herbaceous,Riparian,4
9766,Tamaulipan Closed Depression Wetland Shrubland,Riparian,4
9774,Texas Coast Fresh and Oligohaline Tidal Marsh Shrubland,Riparian,4
9775,Texas Coast Salt and Brackish Tidal Marsh Shrubland,Riparian,4
9782,West Gulf Coastal Plain Large River Floodplain Shrubland,Riparian,4
9783,West Gulf Coastal Plain Large River Floodplain Herbaceous,Riparian,4
9784,West Gulf Coastal Plain Small Stream and River Shrubland,Riparian,4
9785,West Gulf Coastal Plain Small Stream and River Herbaceous,Riparian,4
9803,Caribbean & Mesoamerican Lowland Ruderal Grassland,Grassland,4
9810,North American Warm Desert Ruderal & Planted Grassland,Exotic Herbaceous,4
9811,North Pacific Maritime Coastal Sand Dune Ruderal Herb Vegetation,Exotic Herbaceous,4
9816,Northern & Central Plains Ruderal & Planted Grassland,Exotic Herbaceous,4
9817,Northern & Central Ruderal Meadow,Exotic Herbaceous,4
9823,Southeastern Ruderal Grassland,Exotic Herbaceous,4
9825,Great Plains Comanchian Ruderal Grassland,Exotic Herbaceous,4
9826,Southern Vancouverian Lowland Ruderal Grassland,Exotic Herbaceous,4
9827,Interior West Ruderal Riparian Scrub,Riparian,4
9828,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,4
9829,Western North American Ruderal Wet Meadow & Marsh,Riparian,4
9848,Polynesian Ruderal Dry Scrub,Shrubland,4
9850,Polynesian Ruderal Lowland Grassland,Grassland,4
9851,Polynesian Ruderal Herb Coastal Strand,Grassland,4
9852,Polynesian Ruderal Subalpine-Montane Grassland,Grassland,4
9993,West Gulf Coastal Plain Flatwoods Pond,Riparian,4
9994,West Gulf Coastal Plain Herbaceous Seep and Bog,Riparian,4
