VegetationID,Name,Physiognomy,Notes
1321,South Florida Pine Rockland,Conifer,
1322,Florida Peninsula Inland Scrub,Shrubland,
1323,Florida Dry Prairie,Grassland,
1324,South Florida Dwarf Cypress Savanna,Savanna,
1325,South Florida Pine Flatwoods,Conifer,
1326,South Florida Cypress Dome,Riparian,
1327,Central Florida Pine Flatwoods,Riparian,
1328,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Riparian,
1329,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,
1330,Southern Coastal Plain Seepage Swamp and Baygall,Riparian,
1331,Caribbean Coastal Wetland Systems,Riparian,
1332,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,
1333,Caribbean Swamp Systems,Riparian,
1334,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,
1335,South Florida Everglades Sawgrass Marsh,Riparian,
1336,Floridian Highlands Freshwater Marsh,Riparian,
1337,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,
1338,North American Warm Desert Sparsely Vegetated Systems,Sparse,
1339,Colorado Plateau Pinyon-Juniper Woodland,Conifer,
1340,Madrean Encinal,Conifer,
1341,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer,
1342,Madrean Pinyon-Juniper Woodland,Conifer,
1343,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1344,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1345,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,
1346,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,
1347,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,
1348,Chihuahuan Creosotebush Desert Scrub,Shrubland,
1349,Chihuahuan Mixed Salt Desert Scrub,Shrubland,
1350,Chihuahuan Succulent Desert Scrub,Shrubland,
1352,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,
1353,Sonora-Mojave Mixed Salt Desert Scrub,Shrubland,
1354,Sonoran Mid-Elevation Desert Scrub,Shrubland,
1355,Western Great Plains Sandhill Steppe,Shrubland,
1356,Chihuahuan Mixed Desert and Thorn Scrub-Shrubland,Shrubland,
1357,Chihuahuan Mixed Desert and Thorn Scrub-Steppe,Shrubland,
1358,Madrean Oriental Chaparral,Shrubland,
1359,Mogollon Chaparral,Shrubland,
1360,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,
1361,Sonora-Mojave Semi-Desert Chaparral,Shrubland,
1362,Sonoran Paloverde-Mixed Cacti Desert Scrub,Shrubland,
1363,Madrean Juniper Savanna,Conifer,
1364,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,
1365,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland,
1366,Chihuahuan Gypsophilous Grassland and Steppe,Grassland,
1367,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,
1368,Chihuahuan Sandy Plains Semi-Desert Grassland,Grassland,
1369,Inter-Mountain Basins Semi-Desert Grassland,Grassland,
1370,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,
1371,Western Great Plains Shortgrass Prairie,Grassland,
1372,Inter-Mountain Basins Greasewood Flat,Shrubland,
1373,North American Warm Desert Riparian Systems,Riparian,
1374,Rocky Mountain Montane Riparian Systems,Riparian,
1375,Chihuahuan Loamy Plains Desert Grassland,Grassland,
1376,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Grassland,
1377,North American Warm Desert Sparsely Vegetated Systems,Sparse,
1378,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer,
1379,Madrean Pinyon-Juniper Woodland,Conifer,
1380,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,
1381,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,
1382,Chihuahuan Creosotebush Desert Scrub,Shrubland,
1383,Chihuahuan Mixed Salt Desert Scrub,Shrubland,
1384,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,Shrubland,
1385,Chihuahuan Succulent Desert Scrub,Shrubland,
1386,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,
1387,Western Great Plains Sandhill Steppe,Shrubland,
1388,Apacherian-Chihuahuan Mesquite Upland Scrub,Shrubland,
1389,Chihuahuan Mixed Desert and Thorn Scrub,Shrubland,
1390,Madrean Oriental Chaparral,Shrubland,
1391,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,
1392,Madrean Juniper Savanna,Conifer,
1393,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,
1394,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland,
1395,Chihuahuan Gypsophilous Grassland and Steppe,Grassland,
1396,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,
1397,Western Great Plains Shortgrass Prairie,Grassland,
1398,North American Warm Desert Riparian Systems,Riparian,
1399,Rocky Mountain Montane Riparian Systems,Riparian,
1400,Edwards Plateau Limestone Shrubland,Conifer,
1401,Western Great Plains Depressional Wetland Systems-Playa,Riparian,
1402,Chihuahuan Loamy Plains Desert Grassland,Grassland,
1403,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Tobosa Grassland,Grassland,
1404,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Alkali Sacaton,Grassland,
1405,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,
1406,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,
1407,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,
1408,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,
1409,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,
1410,Western Great Plains Sandhill Steppe,Shrubland,
1411,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,
1412,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,
1413,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,
1414,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,
1415,Central Mixedgrass Prairie,Grassland,
1416,Western Great Plains Foothill and Piedmont Grassland,Grassland,
1417,Western Great Plains Shortgrass Prairie,Grassland,
1418,Rocky Mountain Montane Riparian Systems,Riparian,
1419,Western Great Plains Floodplain Systems,Riparian,
1420,Northwestern Great Plains Canyon,Sparse,
1421,Western Great Plains Depressional Wetland Systems,Riparian,
1422,Western Great Plains Sparsely Vegetated Systems,Sparse,
1423,Western Great Plains Sandhill Steppe,Shrubland,
1424,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,
1425,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,
1426,Central Mixedgrass Prairie,Grassland,
1427,Western Great Plains Sand Prairie,Grassland,
1428,Western Great Plains Shortgrass Prairie,Grassland,
1429,Western Great Plains Floodplain Systems,Riparian,
1430,Edwards Plateau Limestone Shrubland,Conifer,
1431,Western Great Plains Depressional Wetland Systems-Playa,Riparian,
1432,Western Great Plains Depressional Wetland Systems-Saline,Riparian,
1433,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Tobosa Grassland,Grassland,
1434,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Alkali Sacaton,Grassland,
1435,West Gulf Coastal Plain Mesic Hardwood Forest,Hardwood,
1436,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Hardwood,
1437,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Conifer,
1438,West Gulf Coastal Plain Pine-Hardwood Forest,Hardwood-Conifer,
1439,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Hardwood-Conifer,
1440,Southern Blackland Tallgrass Prairie,Grassland,
1441,West Gulf Coastal Plain Northern Calcareous Prairie,Grassland,
1442,West Gulf Coastal Plain Southern Calcareous Prairie,Grassland,
1443,Texas-Louisiana Coastal Prairie,Grassland,
1444,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Riparian,
1445,West Gulf Coastal Plain Pine-Hardwood Flatwoods,Hardwood-Conifer,
1446,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,
1447,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,
1448,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,
1449,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,
1450,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,Hardwood,
1451,East-Central Texas Plains Post Oak Savanna and Woodland,Hardwood,
1452,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Hardwood,
1453,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,
1454,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Conifer,
1455,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,
1456,Southern Coastal Plain Mesic Slope Forest,Hardwood,
1457,Central Atlantic Coastal Plain Maritime Forest,Hardwood,
1458,Southern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,
1459,Southern Atlantic Coastal Plain Dune and Maritime Grassland,Grassland,
1460,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Riparian,
1461,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Riparian,
1462,Atlantic Coastal Plain Peatland Pocosin and Canebrake,Riparian,
1463,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Riparian,
1464,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Riparian,
1465,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,
1466,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,
1467,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,
1468,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,
1469,Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,Riparian,
1470,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,
1471,Western Great Plains Sparsely Vegetated Systems,Sparse,
1472,Rocky Mountain Aspen Forest and Woodland,Hardwood,
1473,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,
1474,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer,
1475,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1476,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1477,Southern Rocky Mountain Ponderosa Pine Woodland-South,Conifer,
1478,Southern Rocky Mountain Ponderosa Pine Woodland-North,Conifer,
1479,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,
1480,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,
1481,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,
1482,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,
1485,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,
1486,Western Great Plains Sandhill Steppe,Shrubland,
1487,Apacherian-Chihuahuan Mesquite Upland Scrub,Shrubland,
1488,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,
1489,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,
1490,Southern Rocky Mountain Ponderosa Pine Savanna-South,Conifer,
1491,Southern Rocky Mountain Ponderosa Pine Savanna-North,Conifer,
1492,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,
1493,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland,
1494,Chihuahuan Gypsophilous Grassland and Steppe,Grassland,
1495,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,
1496,Western Great Plains Foothill and Piedmont Grassland,Grassland,
1497,Western Great Plains Shortgrass Prairie,Grassland,
1498,Inter-Mountain Basins Greasewood Flat,Shrubland,
1499,Rocky Mountain Montane Riparian Systems,Riparian,
1500,Western Great Plains Floodplain Systems,Riparian,
1501,Western Great Plains Depressional Wetland Systems,Riparian,
1502,Chihuahuan Loamy Plains Desert Grassland,Grassland,
1503,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Grassland,
1504,West Gulf Coastal Plain Mesic Hardwood Forest,Hardwood,
1505,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Hardwood,
1506,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Conifer,
1507,West Gulf Coastal Plain Pine-Hardwood Forest,Hardwood-Conifer,
1508,Mississippi Delta Maritime Forest,Hardwood-Conifer,
1509,Texas-Louisiana Coastal Prairie,Grassland,
1510,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Riparian,
1511,West Gulf Coastal Plain Pine-Hardwood Flatwoods,Hardwood-Conifer,
1512,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,
1513,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,
1514,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,
1515,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,
1517,Southern Crowley`s Ridge Mesic Loess Slope Forest,Hardwood,
1518,West Gulf Coastal Plain Mesic Hardwood Forest,Hardwood,
1519,East Gulf Coastal Plain Northern Loess Bluff Forest,Hardwood,
1520,East Gulf Coastal Plain Southern Loess Bluff Forest,Hardwood,
1521,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Conifer,
1522,West Gulf Coastal Plain Pine-Hardwood Forest,Hardwood-Conifer,
1523,Lower Mississippi River Dune Woodland and Forest,Hardwood,
1524,West Gulf Coastal Plain Southern Calcareous Prairie,Grassland,
1525,Lower Mississippi Alluvial Plain Grand Prairie,Grassland,
1526,West Gulf Coastal Plain Pine-Hardwood Flatwoods,Hardwood-Conifer,
1527,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,
1528,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,
1529,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,
1530,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,Hardwood,
1531,Northern Crowley`s Ridge Sand Forest,Hardwood-Conifer,
1532,Lower Mississippi River Flatwoods,Hardwood,
1561,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,
1562,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,
1563,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,
1564,North-Central Interior Dry Oak Forest and Woodland,Hardwood,
1565,North-Central Interior Beech-Maple Forest,Hardwood,
1566,North-Central Interior Maple-Basswood Forest,Hardwood,
1568,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,
1569,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,
1570,North-Central Interior Oak Savanna,Hardwood,
1571,North-Central Oak Barrens,Hardwood,
1572,Laurentian Pine-Oak Barrens,Hardwood-Conifer,
1573,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,
1574,Great Lakes Alvar,Conifer,
1575,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,
1576,Central Tallgrass Prairie,Grassland,
1577,Eastern Boreal Floodplain,Hardwood,
1578,Great Lakes Wooded Dune and Swale,Riparian,
1579,Central Interior and Appalachian Floodplain Systems,Riparian,
1580,Laurentian-Acadian Floodplain Systems,Riparian,
1581,Boreal Acidic Peatland Systems,Riparian,
1582,Central Interior and Appalachian Swamp Systems,Riparian,
1583,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,
1584,Great Lakes Coastal Marsh Systems,Riparian,
1585,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,
1586,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,
1587,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,
1588,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,
1589,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,
1590,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,
1591,North-Central Interior Maple-Basswood Forest,Hardwood,
1592,Eastern Great Plains Tallgrass Aspen Parkland,Hardwood,
1593,Boreal Jack Pine-Black Spruce Forest,Conifer,
1596,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,
1597,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,
1598,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,
1599,North-Central Interior Oak Savanna,Hardwood,
1600,North-Central Oak Barrens,Hardwood,
1601,Laurentian Pine-Oak Barrens,Hardwood-Conifer,
1602,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,
1603,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,
1604,Northern Tallgrass Prairie,Grassland,
1605,Eastern Boreal Floodplain,Hardwood,
1606,Central Interior and Appalachian Floodplain Systems,Riparian,
1607,Laurentian-Acadian Floodplain Systems,Riparian,
1608,Boreal Acidic Peatland Systems,Riparian,
1609,Central Interior and Appalachian Swamp Systems,Riparian,
1610,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,
1611,Great Lakes Coastal Marsh Systems,Riparian,
1612,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,
1613,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,
1614,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,
1615,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,
1616,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood ,Hardwood,
1617,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,
1618,North-Central Interior Dry Oak Forest and Woodland,Hardwood,
1619,North-Central Interior Beech-Maple Forest,Hardwood,
1620,Boreal Jack Pine-Black Spruce Forest-Pine Barrens,Conifer,
1621,Boreal Jack Pine-Black Spruce Forest-Spruce-Fir,Conifer,
1622,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,
1623,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,
1624,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,
1625,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,
1626,North-Central Interior Oak Savanna,Hardwood,
1627,North-Central Oak Barrens,Hardwood,
1628,Laurentian Pine-Oak Barrens,Hardwood-Conifer,
1629,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,
1630,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,
1631,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,
1632,Central Tallgrass Prairie,Grassland,
1633,Eastern Boreal Floodplain,Hardwood,
1634,Great Lakes Wooded Dune and Swale,Riparian,
1635,Central Interior and Appalachian Floodplain Systems,Riparian,
1636,Laurentian-Acadian Floodplain Systems,Riparian,
1637,Boreal Acidic Peatland Systems,Riparian,
1638,Central Interior and Appalachian Swamp Systems,Riparian,
1639,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,
1640,Great Lakes Coastal Marsh Systems,Riparian,
1641,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,
1642,Western Great Plains Dry Bur Oak Forest and Woodland,Hardwood,
1643,Northwestern Great Plains Mixedgrass Prairie,Grassland,
1644,Western Great Plains Tallgrass Prairie,Grassland,
1645,Western Great Plains Floodplain Systems,Riparian,
1646,Boreal Aspen-Birch Forest,Conifer,
1647,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,
1648,North-Central Interior Maple-Basswood Forest,Hardwood,
1649,Eastern Great Plains Tallgrass Aspen Parkland,Hardwood,
1650,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,
1651,Western Great Plains Wooded Draw and Ravine,Shrubland,
1652,North-Central Interior Oak Savanna,Hardwood,
1653,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,
1654,Northern Tallgrass Prairie,Grassland,
1655,Eastern Great Plains Floodplain Systems,Riparian,
1656,Boreal Acidic Peatland Systems,Riparian,
1657,Great Plains Prairie Pothole,Grassland,
1658,Western Great Plains Depressional Wetland Systems,Riparian,
1659,Western Great Plains Dry Bur Oak Forest and Woodland,Hardwood,
1660,Northwestern Great Plains Mixedgrass Prairie,Grassland,
1661,Western Great Plains Tallgrass Prairie,Grassland,
1662,Western Great Plains Floodplain Systems,Riparian,
1663,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,
1664,North-Central Interior Dry Oak Forest and Woodland,Hardwood,
1665,North-Central Interior Maple-Basswood Forest,Hardwood,
1666,Eastern Great Plains Tallgrass Aspen Parkland,Hardwood,
1667,Western Great Plains Wooded Draw and Ravine,Shrubland,
1668,North-Central Interior Oak Savanna,Hardwood,
1669,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,
1670,Northern Tallgrass Prairie,Grassland,
1671,Eastern Great Plains Floodplain Systems,Riparian,
1672,Great Plains Prairie Pothole,Grassland,
1673,Western Great Plains Depressional Wetland Systems,Riparian,
1674,Western Great Plains Sparsely Vegetated Systems,Sparse,
1675,Western Great Plains Dry Bur Oak Forest and Woodland,Hardwood,
1676,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,
1677,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,
1678,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,
1679,Western Great Plains Sandhill Steppe,Shrubland,
1680,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,
1681,Central Mixedgrass Prairie,Grassland,
1682,Northwestern Great Plains Mixedgrass Prairie,Grassland,
1683,Western Great Plains Sand Prairie,Grassland,
1684,Western Great Plains Shortgrass Prairie,Grassland,
1685,Western Great Plains Tallgrass Prairie,Grassland,
1686,Western Great Plains Floodplain Systems,Riparian,
1687,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Conifer,
1688,Western Great Plains Wooded Draw and Ravine,Shrubland,
1689,Central Tallgrass Prairie,Grassland,
1690,Eastern Great Plains Floodplain Systems,Riparian,
1691,Western Great Plains Depressional Wetland Systems,Riparian,
1692,Western Great Plains Sandhill Steppe,Shrubland,
1693,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,
1694,Central Mixedgrass Prairie,Grassland,
1695,Western Great Plains Sand Prairie,Grassland,
1696,Western Great Plains Floodplain Systems,Riparian,
1697,Ozark-Ouachita Dry-Mesic Oak Forest,Hardwood,
1698,Crosstimbers Oak Forest and Woodland,Hardwood,
1699,West Gulf Coastal Plain Mesic Hardwood Forest,Hardwood,
1700,Ozark-Ouachita Mesic Hardwood Forest,Hardwood,
1701,Ozark-Ouachita Dry Oak Woodland,Hardwood,
1702,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,Conifer,
1703,West Gulf Coastal Plain Pine-Hardwood Forest,Hardwood-Conifer,
1704,Edwards Plateau Limestone Savanna and Woodland,Hardwood,
1705,Edwards Plateau Limestone Shrubland,Conifer,
1706,Southern Blackland Tallgrass Prairie,Grassland,
1707,Southeastern Great Plains Tallgrass Prairie,Grassland,
1708,Central Interior and Appalachian Floodplain Systems,Riparian,
1709,Central Interior and Appalachian Riparian Systems,Riparian,
1710,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,
1711,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,
1712,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Grassland,
1713,East-Central Texas Plains Post Oak Savanna and Woodland,Hardwood,
1714,Edwards Plateau Dry-Mesic Slope Forest and Woodland,Hardwood,
1715,Western Great Plains Sandhill Steppe,Shrubland,
1716,Apacherian-Chihuahuan Mesquite Upland Scrub,Shrubland,
1717,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,
1718,Central Mixedgrass Prairie,Grassland,
1719,Western Great Plains Sand Prairie,Grassland,
1720,Western Great Plains Shortgrass Prairie,Grassland,
1721,North American Warm Desert Riparian Systems,Riparian,
1722,Western Great Plains Floodplain Systems,Riparian,
1723,Crosstimbers Oak Forest and Woodland,Hardwood,
1724,East-Central Texas Plains Southern Pine Forest and Woodland,Conifer,
1725,Edwards Plateau Limestone Savanna and Woodland,Hardwood,
1726,Tamaulipan Mixed Deciduous Thornscrub,Shrubland,
1727,Tamaulipan Calcareous Thornscrub,Shrubland,
1728,Edwards Plateau Limestone Shrubland,Conifer,
1729,Llano Uplift Acidic Forest-Woodland-Glade,Hardwood,
1730,Southern Blackland Tallgrass Prairie,Grassland,
1731,Southeastern Great Plains Tallgrass Prairie,Grassland,
1732,Central Interior and Appalachian Floodplain Systems,Riparian,
1733,Central Interior and Appalachian Riparian Systems,Riparian,
1734,Western Great Plains Depressional Wetland Systems,Riparian,
1735,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Grassland,
1736,East-Central Texas Plains Post Oak Savanna and Woodland,Hardwood,
1737,Edwards Plateau Dry-Mesic Slope Forest and Woodland,Hardwood,
1738,Edwards Plateau Mesic Canyon,Hardwood,
1739,Edwards Plateau Riparian,Riparian,
1740,West Gulf Coastal Plain Mesic Hardwood Forest,Hardwood,
1741,Central and South Texas Coastal Fringe Forest and Woodland,Hardwood,
1742,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Hardwood,
1743,East-Central Texas Plains Southern Pine Forest and Woodland,Conifer,
1744,West Gulf Coastal Plain Pine-Hardwood Forest,Hardwood-Conifer,
1745,Edwards Plateau Limestone Savanna and Woodland,Hardwood,
1746,Tamaulipan Mixed Deciduous Thornscrub,Shrubland,
1747,Tamaulipan Calcareous Thornscrub,Shrubland,
1748,Southern Blackland Tallgrass Prairie,Grassland,
1749,Texas-Louisiana Coastal Prairie,Grassland,
1750,Central and Upper Texas Coast Dune and Coastal Grassland,Grassland,
1751,Tamaulipan Savanna Grassland,Grassland,
1752,South Texas Lomas,Shrubland,
1753,Tamaulipan Clay Grassland,Grassland,
1754,South Texas Sand Sheet Grassland,Grassland,
1755,Tamaulipan Floodplain,Riparian,
1756,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,
1757,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,
1758,Tamaulipan Riparian Systems,Riparian,
1759,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,
1760,Texas-Louisiana Saline Coastal Prairie,Grassland,
1761,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Grassland,
1762,Western Great Plains Depressional Wetland Systems,Riparian,
1763,East-Central Texas Plains Post Oak Savanna and Woodland,Hardwood,
1764,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,
1765,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Hardwood,
1766,East Gulf Coastal Plain Northern Loess Bluff Forest,Hardwood,
1767,East Gulf Coastal Plain Limestone Forest,Hardwood,
1768,East Gulf Coastal Plain Southern Loess Bluff Forest,Hardwood,
1769,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,
1770,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,
1771,Southern Appalachian Low-Elevation Pine Forest,Conifer,
1772,Southern Coastal Plain Mesic Slope Forest,Hardwood,
1773,Southern Piedmont Dry Oak(-Pine) Forest,Hardwood-Conifer,
1774,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,Hardwood-Conifer,
1775,Southern Coastal Plain Blackland Prairie and Woodland,Grassland,
1776,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Riparian,
1777,Southern Coastal Plain Seepage Swamp and Baygall,Riparian,
1778,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Riparian,
1779,Central Interior and Appalachian Riparian Systems,Riparian,
1780,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,
1781,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,
